id,arrival_time
168,17.681826591491664
169,17.726496219635
170,17.737794160842775
171,17.743313789367775
172,17.9298079013825
173,18.075150728225832
174,18.1711790561675
175,18.18777680397028
176,18.208596467971667
177,18.934402942657503
178,18.98893761634833
179,19.115134239196664
180,19.41216993331917
181,20.26357030868528
182,21.09239292144778
183,32.219225883483894
184,33.59694242477416
185,34.39881992340084
186,34.93149232864389
187,34.9561104774475
188,35.035586833953886
189,35.125021457672226
190,35.2719655036925
191,35.28276062011722
192,35.309327840805004
193,35.31489849090583
194,35.520182132720834
195,35.53598904609667
196,35.59329438209527
197,35.60236978530889
198,36.070547819137495
199,36.10040545463556
200,36.105185031890834
201,36.17778420448305
202,36.19729971885695
203,36.26888823509223
204,36.28075790405278
205,36.2899622917175
206,36.31005787849416
207,36.31074285507194
208,36.32924699783333
209,36.35784006118778
210,36.485940933227496
211,36.49350333213805
212,36.58610844612111
213,36.60369539260862
214,36.60589647293084
215,36.60664010047917
216,36.73763751983642
217,36.79445409774778
218,36.81360268592834
219,36.83068776130666
220,36.84181571006777
221,36.86746025085444
222,36.8819093704225
223,36.89130425453195
224,36.91375541687
225,36.92256140708922
226,37.00306916236889
227,37.10385465621944
228,37.10827064514167
229,37.13868057727814
230,37.14830899238584
231,37.22823441028584
232,37.25201296806334
233,37.27992463111889
234,37.30558121204389
235,37.32077193260194
236,37.34593784809111
237,37.40711045265194
238,37.53218579292305
239,37.53570294380194
240,37.62549901008611
241,37.67885029315948
242,37.768789052963335
243,37.805423736572216
244,37.81789207458501
245,37.87761294841778
246,37.891808032989445
247,37.99476265907277
248,38.04764950275416
249,38.06644499301917
250,38.09241539239889
251,38.20083224773408
252,38.25064718723305
253,38.295737385749725
254,38.316219985485006
255,38.32147008180611
256,38.41080242395389
257,38.41785287857056
258,38.44165521860111
259,38.45346063375472
260,38.48713779449464
261,38.50956648588167
262,38.52533343434334
263,38.602260619401946
264,38.61826711893083
265,38.63163703680028
266,38.63860708475111
267,38.645847678184445
268,38.66317477822305
269,38.67255786061278
270,38.70794069767
271,38.754293143749166
272,38.76640450954445
273,38.77123202383528
274,38.77885025739666
275,38.80231866240501
276,38.847881913185006
277,38.853580594062784
278,38.90282462537278
279,38.918797641992505
280,38.92904087156055
281,38.95117719471444
282,38.968296688050025
283,38.97663314640528
284,38.98939716629695
285,38.99075995385639
286,38.99364914745083
287,39.01803899742667
288,39.02630843967194
289,39.03503888472916
290,39.0576828047633
291,39.0625008493662
292,39.0717559456825
293,39.12000058591361
294,39.15597644448278
295,39.17033913731583
296,39.1728987544775
297,39.18517348170278
298,39.21199452877055
299,39.21254749596112
300,39.25725978612889
301,39.276910960674165
302,39.27915483713139
303,39.28263348341
304,39.2839762568475
305,39.30694949626917
306,39.340934038162224
307,39.36291033029556
308,39.42252403497695
309,39.448638379573886
310,39.463951617479445
311,39.48659607768055
312,39.51724004745473
313,39.54433858394611
314,39.55488014221195
315,39.611736357211946
316,39.62548273801805
317,39.66586494445806
318,39.68411082029333
319,39.72182017564778
320,39.77107924222945
321,39.79548519849778
322,39.88986301422111
323,39.90830343961722
324,39.97913944721222
325,39.984675526618894
326,39.98949098587027
327,39.9954867362975
328,40.01471877098084
329,40.0518450737
330,40.05438053607945
331,40.05653309822083
332,40.06239640712739
333,40.07521879673
334,40.119505167007496
335,40.15258693695056
336,40.15975403785694
337,40.16167092323305
338,40.17562508583056
339,40.179118156433056
340,40.21699845790861
341,40.22147417068481
342,40.231629133224445
343,40.33218324184417
344,40.335588335990906
345,40.355601549148616
346,40.383141040801945
347,40.43653190135944
348,40.47626435756695
349,40.49994599819194
350,40.509418249130285
351,40.51735973358155
352,40.61172735691083
353,40.61898100376139
354,40.61957347393028
355,40.66503667831422
356,40.66982841491695
357,40.68892812728889
358,40.71696043014528
359,40.73522281646722
360,40.74942433834083
361,40.75037264823916
362,40.80355715751639
363,40.806238770485
364,40.84090030193328
365,40.86963677406306
366,40.89571595191944
367,40.91192805767059
368,40.928610444068894
369,40.97962951660167
370,41.01740837097167
371,41.09977960586556
372,41.10916352272028
373,41.1233468055725
374,41.20658063888556
375,41.269959211349445
376,41.37471437454222
377,41.41245055198666
378,41.4497628211975
379,41.48066234588611
380,41.62564420700083
381,41.74497628211972
382,41.772493839263895
383,41.77694678306584
384,41.77724194526672
385,41.79255461692805
386,41.81959986686695
387,41.83289170265194
388,41.97521114349361
389,42.018232822418334
390,42.06462144851695
391,42.25979042053222
392,42.470576763153055
393,42.60813975334167
394,42.75266742706306
395,42.75627827644361
396,42.92319321632389
397,42.93023777008056
398,43.22427177429194
399,43.61411333084112
400,44.19764995574944
401,56.38419246673583
402,58.582085609436106
403,58.92431116104139
404,59.0857281684875
405,59.601980447769165
406,59.70543026924139
407,59.84348416328417
408,59.91275548934944
409,59.92381262779222
410,60.02590084075928
411,60.06190681457527
412,60.148545742035004
413,60.19832253456112
414,60.23970103263861
415,60.28277516365056
416,60.39696955680834
417,60.47318291664112
418,60.59953522682195
419,60.655116558075
420,60.786188602447496
421,60.87110900878917
422,60.93052959442139
423,60.93061542511
424,60.959137916565005
425,60.96391606330861
426,60.97416281700139
427,60.97440600395195
428,60.976086616516106
429,61.01026463508611
430,61.06198894977583
431,61.09728896617889
432,61.15346467494973
433,61.16954636573778
434,61.21657991409306
435,61.23816561698917
436,61.24119055271139
437,61.27192771434778
438,61.28795599937445
439,61.33821594715111
440,61.45810186862945
441,61.46278595924389
442,61.46385037899028
443,61.51142263412472
444,61.53482925891889
445,61.55613076686861
446,61.55617308616639
447,61.55864059925084
448,61.610173106193606
449,61.639727354049725
450,61.64277744293222
451,61.69965469837194
452,61.78962206840527
453,61.79868674278249
454,61.80541086196889
455,61.82147693634028
456,61.8241596221925
457,61.833288431167496
458,61.89757764339445
459,61.916421651840274
460,61.93734276294695
461,61.94612157344806
462,62.00631982088083
463,62.10176992416389
464,62.10365080833444
465,62.1058198809625
466,62.107339859008896
467,62.12037557363512
468,62.12204927206028
469,62.13741326332083
470,62.15006285905833
471,62.15133088827139
472,62.1644263863564
473,62.1710448265075
474,62.19479477405555
475,62.20714664459223
476,62.21720808744417
477,62.26726371049889
478,62.29745125770555
479,62.3039361834525
480,62.30969423055639
481,62.33225768804556
482,62.343988895416246
483,62.37161469459528
484,62.383527278900274
485,62.423610985279176
486,62.433036983013054
487,62.44041985273361
488,62.441000223159726
489,62.44535893201833
490,62.44631791114806
491,62.51143786311139
492,62.557223081588745
493,62.56278121471416
494,62.565964937210005
495,62.61146858334528
496,62.634661793708894
497,62.67683881521223
498,62.691427230834975
499,62.70276904106139
500,62.74297893047333
501,62.75044792890555
502,62.76539739966388
503,62.826869830489166
504,62.86498908698555
505,62.89377777278416
506,62.9776319060475
507,63.00803288444889
508,63.03119465708722
509,63.0654224678875
510,63.08574300259362
511,63.08761319518084
512,63.10106998682028
513,63.12641258537777
514,63.14119571447361
515,63.152053132653336
516,63.1742527782917
517,63.18129642307749
518,63.18843841552722
519,63.19100157916556
520,63.19320800900472
521,63.19908472895622
522,63.21433866024028
523,63.24429337680333
524,63.26493471860889
525,63.294363260269165
526,63.333268165588336
527,63.34270504117001
528,63.469346761703605
529,63.47145137190805
530,63.49162793159472
531,63.50746279954911
532,63.559059619903614
533,63.65222591161722
534,63.76750838756556
535,63.77966338396084
536,63.78770047426222
537,63.79627776145944
538,63.800668001175
539,63.83139818906778
540,63.85540163517
541,63.92124247550972
542,63.92373943328862
543,63.92698484659194
544,63.960804104805
545,64.01333236694333
546,64.04174518585195
547,64.06405675411222
548,64.08424723148347
549,64.1019756793975
550,64.10459804534916
551,64.13981950283055
552,64.3276201486589
553,64.32985341548917
554,64.35013818740833
555,64.36485803127279
556,64.44010603427888
557,64.49461603164666
558,64.51217865943917
559,64.52169096469889
560,64.57004415988916
561,64.60242497921
562,64.61527574062362
563,64.64277982711806
564,64.66008305549612
565,64.66112911701195
566,64.69427895545972
567,64.74919843673695
568,64.77558505535139
569,64.82854580879221
570,64.82892405986777
571,64.83053982257833
572,64.85326552391055
573,64.91222679615028
574,65.08879613876341
575,65.10965514183056
576,65.14781951904305
577,65.16827130317695
578,65.16989421844472
579,65.18463540077222
580,65.25038743019111
581,65.26529741287223
582,65.30450320243834
583,65.33566761016833
584,65.35995602607723
585,65.37931585311888
586,65.42839384078972
587,65.42988872528083
588,65.43562960624695
589,65.44276094436638
590,65.44955039024362
591,65.5516788959503
592,65.62705183029166
593,65.74632644653333
594,65.84473967552195
595,65.90586662292472
596,66.021510362625
597,66.02958893775944
598,66.05279493331916
599,66.09739923477166
600,66.14827585220335
601,66.17325329780583
602,66.26497006416334
603,66.53013324737556
604,66.65538406372085
605,66.71352910995472
606,66.76209139823915
607,66.83311414718638
608,67.17201328277584
609,67.63307666778564
610,67.85431098938001
611,67.91545295715333
612,68.06836080551139
613,81.96454954147335
614,82.31945896148694
615,83.05585646629333
616,83.1257359981536
617,83.31777000427248
618,83.43685531616222
619,83.49401235580444
620,83.61412525176999
621,83.6732873916625
622,83.68268871307362
623,83.7352504730225
624,83.74158525466918
625,83.93020200729362
626,83.99563455581666
627,84.07556748390195
628,84.12334895133972
629,84.19707489013665
630,84.23144102096555
631,84.32280945777894
632,84.33015418052672
633,84.37886524200444
634,84.63314223289488
635,84.67432165145861
636,84.72635364532472
637,84.83115887641917
638,84.83360886573777
639,84.90984988212583
640,85.01877284049999
641,85.188742518425
642,85.25954473018646
643,85.27395153045666
644,85.31199562549583
645,85.33001101017
646,85.35356175899499
647,85.43378794193278
648,85.46302247047416
649,85.55866754055026
650,85.59853160381306
651,85.63024854660027
652,85.68390405178083
653,85.6878424882889
654,85.6966372728347
655,85.74807214736946
656,85.74873197078705
657,85.79558694362639
658,85.79630565643306
659,85.8123152256011
660,85.86700034141528
661,85.89057922363278
662,85.89193224906923
663,85.89520740509026
664,85.89685428142556
665,85.89857661724083
666,85.90312170982361
667,85.90755951404583
668,85.91296076774583
669,86.01540106534945
670,86.0179913043975
671,86.08571094274528
672,86.1194992661475
673,86.1469092965125
674,86.17308008670805
675,86.20813429355611
676,86.243707716465
677,86.28860354423527
678,86.32697224617004
679,86.3396708369255
680,86.39486235380168
681,86.42524743080139
682,86.42619466781612
683,86.45799374580388
684,86.4673013091086
685,86.48758262395862
686,86.49596899747861
687,86.50415465235723
688,86.51185175776473
689,86.51811110973361
690,86.54817068576804
691,86.58191719651222
692,86.66264069080361
693,86.66427230834972
694,86.71567237377167
695,86.72175487875943
696,86.78969326615334
697,86.814323708415
698,86.81975138187417
699,86.85689966380583
700,86.89053642749776
701,86.92094384133806
702,86.97934705577778
703,87.00907573662695
704,87.01814309880139
705,87.03801190480583
706,87.04343848675501
707,87.09968942403805
708,87.12111623585221
709,87.20750768482695
710,87.24280171096333
711,87.25471037626278
712,87.26672813296307
713,87.27036154270165
714,87.308951973915
715,87.35798904299723
716,87.39298200607304
717,87.39353814721112
718,87.40972346067417
719,87.43887570500361
720,87.44941809773445
721,87.45208269357694
722,87.46083721518528
723,87.55147564411166
724,87.59512937068946
725,87.61805701255807
726,87.65542578697195
727,87.68775033950806
728,87.74383586645139
729,87.7813240289689
730,87.79902517795554
731,87.83112692832944
732,87.84996354579917
733,87.86204737424862
734,87.86465704441083
735,87.89318108558666
736,87.91747307777405
737,87.94706606864916
738,88.0246717929839
739,88.04422450065611
740,88.06924629211417
741,88.09590101242055
742,88.13702011108388
743,88.15096247196195
744,88.16196048259722
745,88.18353617191305
746,88.2268790006639
747,88.29328203201305
748,88.33709669113159
749,88.33968186378472
750,88.38214957714084
751,88.38991177082055
752,88.4002251625061
753,88.41603732109083
754,88.44562697410583
755,88.44867229461667
756,88.47080028057097
757,88.49293148517611
758,88.55764651298527
759,88.59068286418916
760,88.59999752044678
761,88.77524113655092
762,88.77664196491243
763,88.81028211116778
764,88.84913289546974
765,88.84917891025545
766,88.86915731430055
767,88.93608856201168
768,88.97755336761472
769,89.01900863647461
770,89.05095171928416
771,89.18079733848583
772,89.23489522933971
773,89.30124425888054
774,89.32484436035168
775,89.35635232925416
776,89.41197943687443
777,89.44702219963084
778,89.5491786003114
779,89.58663082122806
780,89.60181498527527
781,89.61834478378306
782,89.62934255599971
783,89.72780919075012
784,89.75815701484666
785,89.82057929039
786,89.83740448951723
787,89.87475132942195
788,89.922654390335
789,89.94623279571533
790,90.01274442672722
791,90.22693657875055
792,90.28126287460331
793,90.44761848449694
794,90.47341203689584
795,90.492028951645
796,90.90205144882194
797,91.03331708908082
798,91.25041007995613
799,91.32519435882556
800,91.70573997497556
